721803101213192192	1460926244439	3	4	Hay más en https://t.co/bXvGBrlW1X y En Chile si podemos en facebook https://t.co/Vzzg4oBSA1
721803195975077889	1460926267032	1	4	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua:https://t.co/Lvk4rzYlQxhttps://t.co/nDmVQucEIZ https:/…
721803301868716033	1460926292279	1	4	⚠️ #AlertaT13 | Minuto a Minuto de la emergencia en la zona central » https://t.co/HmUGFYMLPZ https://t.co/lKvFENeJkC
721803818346881024	1460926415417	1	4	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua:https://t.co/Lvk4rzYlQxhttps://t.co/nDmVQucEIZ https:/…
721803846398312448	1460926422105	1	4	Uber suspende tarifa dinámica en Santiago por temporal https://t.co/BycvmG61pI https://t.co/UJg34dgJtV
721804432518680576	1460926561847	3	4	Lenovo lanza en Chile nueva línea de smartphones VIBE https://t.co/yh9sqzljzw | https://t.co/hR28eOaP4W https://t.co/IQR7iMFCwz
721804578249961473	1460926596592	1	4	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua:https://t.co/Lvk4rzYlQxhttps://t.co/nDmVQucEIZ https:/…
721804765378834433	1460926641207	1	4	RT @GobiernodeChile: Ptos de abastecimiento alternativos por corte de agua: Mapa►https://t.co/upfyw8RP0s Listado► https://t.co/o8gRly13No h…
721804817790701569	1460926653703	3	4	#TrenStgoValpo R68 es mucha la diferencia entre el tren y otros medios... https://t.co/7CfoV26xOF https://t.co/PDrRlYsVxk
721805217172467713	1460926748923	3	4	RT @TrenStgoValpo: #TrenStgoValpo R68 es mucha la diferencia entre el tren y otros medios... https://t.co/7CfoV26xOF https://t.co/PDrRlYsVxk
721805521012056065	1460926821364	1	4	La lluvia obliga a postergar el clásico universitario | https://t.co/lDO9m2lysR https://t.co/zln7odLZGm
721805528247046145	1460926823089	1	4	La lluvia obliga a postergar el clásico universitario | https://t.co/lDO9m23X4h https://t.co/I1RYq5oGvX
721805532760317952	1460926824165	1	4	La lluvia obliga a postergar el clásico universitario | https://t.co/lDO9m2lysR https://t.co/aaPfGSDNGk
721806862300090369	1460927141152	1	4	Revisa los puntos de abastecimiento alternativos por corte de agua:https://t.co/o5geTHG3crhttps://t.co/AUTjMXePC3 https://t.co/V58bLrA3eA
721807709859934209	1460927343226	1	4	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua:https://t.co/Lvk4rzYlQxhttps://t.co/nDmVQucEIZ https:/…
721807835861020677	1460927373267	1	5	[Video] Así ingresó el agua a los estacionamientos del Costanera Center https://t.co/V3VsvxEeYh via elepicentro … https://t.co/Ix7ro3Ns07)
721807985144643584	1460927408859	1	5	Ayuda se necesita. En https://t.co/V4J0NRB3p2 estamos difundiendo https://t.co/B0JS9JWNC9
721809571770028032	1460927787140	3	5	Gobierno confirma fecha de presentación de nuevos spots televisivos - Terra Chile https://t.co/KFMqZynNdh | https://t.co/3POkNrkYIJ
721810508819640322	1460928010550	1	5	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua:https://t.co/Lvk4rzYlQxhttps://t.co/nDmVQucEIZ https:/…
721811325404475393	1460928205239	3	5	Amiga @colomba_roja , creo que acá tienes a la tuitera de la semana para @diarioelpilin ������ https://t.co/vbjtXF1fYi https://t.co/agCdaI1wK8
