721732328452726788	1460909370898	2	0	RT @infoanimalchile: Recuerda: no sólo los humanos sufren con las emergencias. Comparte tu techo o adopta. Por favor, RT #lluviasantiago ht…
721732443196108800	1460909398255	2	0	@RadioDuna @FRodriguezG  y la supervusion d obras donde estuvo? Cree q se hubiese solucionado del jueves a la fecha? Que popular es @Orrego
721732631214321664	1460909443082	2	0	@latercera @Orrego y quien es Orrego para pedir cabezas ??? Si es un pobre weon, te queda poco junto a tu nefasto Gobierno, weon inepto
721734346709856256	1460909852088	1	0	RT @alb0black: Paso bajo nivel inundado en Santiago, invierno de 1990.#lluviasantiago https://t.co/WxZy4Pohjr
721734524875456512	1460909894566	2	0	RT @sebastian_gray: Cuánta bajeza en este torpe comentario: https://t.co/4xGdqI81Za
721734615191457792	1460909916099	1	0	Suspendida las clases en colegios sin agua. ¿Apoderados deben llamar al colegio para saber si hay o no agua potable? Absurdo. @SoledadOnetto
721734694954512385	1460909935116	2	0	La gente preocupada porque se cortó el agua en Santiago y ThePirateBay lleva cortado más de 24 horas #PrioridadesClaras
721735165869957121	1460910047391	2	0	Desde Temuco viendo la TV #lluviasantiago https://t.co/yh21Iwo4wM
721735221759094785	1460910060716	2	0	#LluviaSantiago Ni imaginar como será el Lunes https://t.co/Pv4pSiRQGu
721735388402987013	1460910100447	2	0	RT @brockmanews: Señores, fue un placer haber Twitteado con ustedes... #lluviasantiago https://t.co/MGB6wdFk5V
721735565704605698	1460910142719	2	0	RT @MauroMura11: Hoy en nuestra sección: Tragué agua del Mapocho https://t.co/5FoUtiyKQ9
721735597568749568	1460910150316	2	0	RT @NeferMily: La voz de alarma de los periodistas y conductores de tv es im-pre-sio-nan-te #FinDelMundo porque el costanera estará cerrado…
721735643139870720	1460910161181	1	0	RT @Profedocente: Por favor  mas seriedad en noticias; ¡¡ El río Mapocho no se desbordó!! el río fue intervenido por privados q desviaron s…
721735901622050816	1460910222808	1	0	RT @mjossandon: Anuncian suspensión de clases en provincia de Santiago y comunas de San Bernardo, Pte. Alto y San.José de Maipo
721735967544066049	1460910238525	2	0	............COMO CHUCHA VOTAN POR VOH!! https://t.co/tcFFoBjHB1
721736097341038592	1460910269471	1	0	chuuu, en verdad si esto es cierto no me extrañaría en lo absoluto https://t.co/VXwN4i4yij
721736356930707457	1460910331362	1	0	Ahora entrevistan a Paulmann...preocúpense de las personas en situación vulnerable. Y hablan de #CostanerCenter y #Jumbos...Alooo???
721736525457674240	1460910371542	1	0	RT @PiensaPrensa: AGUAS ANDINA, MIENTE !!  Luksic y AES Gener, Responsables del corte de Agua por explotación del rio Maipo. https://t.co/4…
721736565903474688	1460910381185	2	0	RT @gato_aqueveque: Si estas mojada por la lluvia... Te puedo acoger... Tu diputado @gustavohasbun... https://t.co/FKJrKPUeEh
721736613047492612	1460910392425	1	0	4 camiones de bomberos para horst paulmann? Para sacar el agua del costanera center? Escuché bien?
721736620731305984	1460910394257	2	0	cuando dicen agua turbia  me imagino a la UDI, RN, Nueva Mayoria con tanta boleta trucha
